2020-08-14 09:27:32.351344,28.3,62.0
2020-08-14 09:27:36.652427,28.3,62.0
2020-08-14 09:27:38.803027,28.3,62.0
2020-08-14 09:27:40.953816,28.3,62.0
2020-08-14 09:27:43.104668,28.3,62.0
2020-08-14 09:27:45.255803,28.3,62.0
2020-08-14 09:27:47.406553,28.3,62.0
2020-08-14 09:27:49.557223,28.3,62.0
2020-08-14 09:27:51.707863,28.3,62.0
2020-08-14 09:27:53.858641,28.3,62.0
2020-08-14 09:27:56.009575,28.3,62.0
2020-08-14 09:28:00.310482,28.3,62.0
2020-08-14 09:28:02.460992,28.3,62.0
2020-08-14 09:28:04.611587,28.3,62.0
2020-08-14 09:28:08.912685,28.3,62.0
2020-08-14 09:28:11.063294,28.3,62.0
2020-08-14 09:28:13.214226,28.3,62.0
2020-08-14 09:28:15.365164,28.3,62.0
2020-08-14 09:28:17.515851,28.3,62.0
2020-08-14 09:28:19.666528,28.3,62.0
2020-08-14 09:28:21.817187,28.3,62.0
2020-08-14 09:28:23.967920,28.3,62.0
2020-08-14 09:28:26.118813,28.3,62.0
2020-08-14 09:28:28.269630,28.3,62.0
2020-08-14 09:28:30.420502,28.3,62.0
2020-08-14 09:28:34.721678,28.3,62.0
2020-08-14 09:28:39.023191,28.3,62.0
2020-08-14 09:28:41.173872,28.3,62.0
2020-08-14 09:28:43.324568,28.3,62.0
2020-08-14 09:28:45.475203,28.3,61.0
2020-08-14 09:28:47.625826,28.3,61.0
2020-08-14 09:28:49.776547,28.3,61.0
2020-08-14 09:28:51.927222,28.3,61.0
2020-08-14 09:28:54.077949,28.3,61.0
2020-08-14 09:28:56.228447,28.3,61.0
2020-08-14 09:29:02.679939,28.3,61.0
2020-08-14 09:29:04.830739,28.3,61.0
2020-08-14 09:29:06.981477,28.3,61.0
2020-08-14 09:29:09.132505,28.3,61.0
2020-08-14 09:29:11.283130,28.3,61.0
2020-08-14 09:29:13.433924,28.3,61.0
2020-08-14 09:29:15.584687,28.3,61.0
2020-08-14 09:29:17.735309,28.3,61.0
2020-08-14 09:29:19.886305,28.3,61.0
2020-08-14 09:29:22.036947,28.3,61.0
2020-08-14 09:29:24.187713,28.3,61.0
2020-08-14 09:29:26.338304,28.3,61.0
